company_id,type,rule_id,text,confidence_pct
ICICIPRULI,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
ICICIPRULI,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
ICICIPRULI,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,95
ICICIPRULI,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
ICICIPRULI,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,85
INDIGO,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
INDIGO,con,C3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,82
INDIGO,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,78
INDIGO,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,105
INDIGO,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,95
INDIGO,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
INDUSINDBK,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
INDUSINDBK,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
INDUSINDBK,con,C3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,82
INDUSINDBK,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,70
INDUSINDBK,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,82
INFY,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
INFY,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
INFY,con,C3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,82
INFY,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,76
INFY,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,105
INFY,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
IOC,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
IOC,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
IOC,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
IOC,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,85
IRCTC,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
IRCTC,con,C3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,82
IRCTC,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85
IRCTC,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
IRCTC,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,75
IRCTC,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
IRCTC,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,85
IRFC,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
IRFC,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
IRFC,con,C6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,90
IRFC,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
IRFC,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,95
IRFC,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,85
ITC,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
ITC,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
ITC,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,70
ITC,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
ITC,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,105
ITC,pro,P3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
ITC,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,79
ITC,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
ITC,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,85
JINDALSTEL,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
JINDALSTEL,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
JINDALSTEL,pro,P0,Company demonstrates stable business fundamentals and operating consistency,65
JIOFIN,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,88
JIOFIN,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
JIOFIN,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
JIOFIN,pro,P3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
JIOFIN,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,95
JIOFIN,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
JSWENERGY,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,88
JSWENERGY,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
JSWENERGY,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
JSWENERGY,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,84
JSWENERGY,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,95
JSWSTEEL,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
JSWSTEEL,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
JSWSTEEL,pro,P0,Company demonstrates stable business fundamentals and operating consistency,65
KOTAKBANK,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
KOTAKBANK,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
KOTAKBANK,con,C6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,90
KOTAKBANK,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,70
KOTAKBANK,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,95
LICI,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
LICI,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
LICI,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,105
LICI,pro,P3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
LICI,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
LICI,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,85
LODHA,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,88
LODHA,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
LODHA,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
LODHA,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
LODHA,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,61
LT,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
LT,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
LT,con,C3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,82
LT,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,84
LT,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
LT,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,78
LT,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,85
LTIM,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
LTIM,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
LTIM,con,C3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,82
LTIM,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,84
LTIM,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,69
LTIM,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,105
LTIM,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
LTIM,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,85
M&M,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
M&M,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
M&M,pro,P0,Company demonstrates stable business fundamentals and operating consistency,65
MARUTI,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
MARUTI,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
MARUTI,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,78
MARUTI,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
MARUTI,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,105
MARUTI,pro,P3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
MARUTI,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
MARUTI,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,85
MOTHERSON,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
MOTHERSON,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
MOTHERSON,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,70
MOTHERSON,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,105
MOTHERSON,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,85
NAUKRI,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,88
NAUKRI,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
NAUKRI,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
NAUKRI,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,84
NAUKRI,pro,P3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
NAUKRI,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,65
NAUKRI,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
NESTLEIND,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
NESTLEIND,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
NESTLEIND,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
NESTLEIND,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,105
NESTLEIND,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
NESTLEIND,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,85
NHPC,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
NHPC,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
NHPC,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,84
NHPC,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,105
NHPC,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,95
NHPC,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
NHPC,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,85
NTPC,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
NTPC,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
NTPC,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,66
NTPC,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,85
ONGC,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
ONGC,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
ONGC,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,105
ONGC,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
ONGC,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,85
PFC,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
PFC,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
PFC,con,C6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,90
PFC,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,69
PFC,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,79
PIDILITIND,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
PIDILITIND,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
PIDILITIND,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
PIDILITIND,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
PIDILITIND,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,85
PNB,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
PNB,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
POWERGRID,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
POWERGRID,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
POWERGRID,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
POWERGRID,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,105
POWERGRID,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,95
POWERGRID,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,85
RECLTD,con,C1,Debt-to-equity ratio of RECLTD is elevated for a non-financial company and warrants monitoring,85
RECLTD,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
RECLTD,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
RECLTD,con,C2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,90
RECLTD,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,95
RELIANCE,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,88
RELIANCE,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
RELIANCE,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
RELIANCE,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
RELIANCE,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,85
SBILIFE,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
SBILIFE,pro,P3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
SBILIFE,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
SBIN,con,C0,Company requires ongoing monitoring of financial resilience and execution risk,65
SBIN,pro,P0,Company demonstrates stable business fundamentals and operating consistency,65
SHREECEM,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,88
SHREECEM,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
SHREECEM,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
SHREECEM,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
SHREECEM,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
SHREECEM,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,85
SHRIRAMFIN,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
SHRIRAMFIN,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
SHRIRAMFIN,con,C2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,90
SHRIRAMFIN,con,C6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,90
SHRIRAMFIN,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,78
SHRIRAMFIN,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,66
SIEMENS,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
SIEMENS,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
SIEMENS,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,78
SIEMENS,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
SIEMENS,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,85
SUNPHARMA,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
SUNPHARMA,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
SUNPHARMA,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
SUNPHARMA,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,63
SUNPHARMA,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
SUNPHARMA,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,85
TATACONSUM,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,88
TATACONSUM,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
TATACONSUM,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
TATACONSUM,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,84
TATACONSUM,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,105
TATACONSUM,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
TATACONSUM,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,85
TATAMOTORS,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
TATAMOTORS,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
TATAMOTORS,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,78
TATAMOTORS,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
TATAMOTORS,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,85
TATAPOWER,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
TATAPOWER,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
TATAPOWER,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,85
TATASTEEL,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,88
TATASTEEL,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
TATASTEEL,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
TATASTEEL,con,C3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,82
TATASTEEL,con,C4,Company reported a net loss in the most recent financial year,93
TATASTEEL,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,84
TATASTEEL,con,C9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,85
TATASTEEL,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,105
TCS,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
TCS,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
TCS,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
TCS,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,78
TCS,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,105
TCS,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,63
TCS,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
TCS,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,85
TECHM,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,88
TECHM,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
TECHM,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
TECHM,con,C3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,82
TECHM,con,C7,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",92
TECHM,con,C9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,85
TECHM,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,105
TECHM,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
TECHM,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,85
TITAN,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
TITAN,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
TITAN,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,84
TITAN,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,74
TITAN,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,78
TITAN,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,85
TORNTPHARM,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
TORNTPHARM,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
TORNTPHARM,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,78
TORNTPHARM,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
TORNTPHARM,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,105
TORNTPHARM,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,70
TORNTPHARM,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,85
TRENT,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
TRENT,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
TRENT,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,78
TRENT,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
TRENT,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,85
TVSMOTOR,con,C1,Debt-to-equity ratio of TVSMOTOR is elevated for a non-financial company and warrants monitoring,85
TVSMOTOR,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
TVSMOTOR,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
TVSMOTOR,con,C2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,90
TVSMOTOR,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,78
TVSMOTOR,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
ULTRACEMCO,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
ULTRACEMCO,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
ULTRACEMCO,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,105
ULTRACEMCO,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
ULTRACEMCO,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,85
UNIONBANK,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80
UNIONBANK,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
UNIONBANK,con,C6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,90
UNIONBANK,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,70
UNIONBANK,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,85
